Loss/Val,epoch,step
0.005239531397819519,0,1181
0.002829131670296192,1,2363
0.0023332196287810802,2,3545
0.002215981250628829,3,4727
0.0009195661405101418,4,5909
0.001194441458210349,5,7091
0.0009511405951343477,6,8273
0.0005361208459362388,7,9455
0.0006532536935992539,8,10637
0.0828230232000351,9,11819
0.26109617948532104,10,13001
0.007555057294666767,11,14183
0.00040632823947817087,12,15365
0.00036043048021383584,13,16547
0.00035040650982409716,14,17729
0.00036061639548279345,15,18911
0.0006672620074823499,16,20093
0.0002965256862808019,17,21275
0.0025129681453108788,18,22457
0.005699117202311754,19,23639
0.0004140749806538224,20,24821
0.00033996865386143327,21,26003
0.0016942323418334126,22,27185
0.008226746693253517,23,28367
0.012947086244821548,24,29549
0.0003741913242265582,25,30731
0.00025543617084622383,26,31913
0.00024035756359808147,27,33095
0.00021936990378890187,28,34277
0.00023644417524337769,29,35459
0.0002896669611800462,30,36641
0.00023862754460424185,31,37823
0.0002736276073846966,32,39005
0.000442250951891765,33,40187
0.0002567533520050347,34,41369
0.0005330228595994413,35,42551
0.00020344345830380917,36,43733
0.00024579698219895363,37,44915
0.00023500228417105973,38,46097
0.0013121473602950573,39,47279
0.00020314533321652561,40,48461
0.00032974238274618983,41,49643
0.00019993213936686516,42,50825
0.0002334726304979995,43,52007
0.0001816150761442259,44,53189
0.00024101226881612092,45,54371
0.0007914727902971208,46,55553
0.00023770518600940704,47,56735
0.00019387541397009045,48,57917
0.00021219336485955864,49,59099
0.00031870580278337,50,60281
0.00018956289568450302,51,61463
0.00039368937723338604,52,62645
0.0008287106174975634,53,63827
0.00021096675482112914,54,65009
0.00018500603619031608,55,66191
0.00021988182561472058,56,67373
0.0001709594507701695,57,68555
0.0001617869857000187,58,69737
0.00016364721523132175,59,70919
0.0001611246552783996,60,72101
0.00015937192074488848,61,73283
0.00016783237515483052,62,74465
0.00015994289424270391,63,75647
0.00015887511835899204,64,76829
0.00017329247202724218,65,78011
0.00016508236876688898,66,79193
0.00016744478489272296,67,80375
0.00016400456661358476,68,81557
0.0001655371452216059,69,82739
0.00015853151853661984,70,83921
0.00015783010167069733,71,85103
0.0001690989884082228,72,86285
0.0001628374302526936,73,87467
0.00015919862198643386,74,88649
0.00017280125757679343,75,89831
0.0001687684271018952,76,91013
0.00021428948093671352,77,92195
0.00018952031678054482,78,93377
0.00018602221098262817,79,94559
0.00017173677042592317,80,95741
0.00016472833522129804,81,96923
0.00017328035028185695,82,98105
0.00018177233869209886,83,99287
0.0001675725943641737,84,100469
0.0001645847805775702,85,101651
0.000168081940500997,86,102833
0.0001730451622279361,87,104015
0.00019285465532448143,88,105197
0.00018075261323247105,89,106379
0.00020090716134291142,90,107561
0.0001722018059808761,91,108743
