Loss/Val,epoch,step
0.0044790394604206085,0,1181
0.001831787289120257,1,2363
0.0014590027276426554,2,3545
0.0010478240437805653,3,4727
0.0011192788369953632,4,5909
0.0020975954830646515,5,7091
0.0009327647858299315,6,8273
0.0007026402745395899,7,9455
0.0005981827853247523,8,10637
0.000569673313293606,9,11819
0.0006505262572318316,10,13001
0.0006512503023259342,11,14183
0.0006462892051786184,12,15365
0.0007368834922090173,13,16547
0.0004635924706235528,14,17729
0.0004934779135510325,15,18911
0.000579017389100045,16,20093
0.000397366879042238,17,21275
0.00039085655589587986,18,22457
0.0003757506492547691,19,23639
0.00041760681779123843,20,24821
0.0003569030377548188,21,26003
0.00043419888243079185,22,27185
0.00039722135988995433,23,28367
0.00036866244045086205,24,29549
0.0003126607043668628,25,30731
0.00033681083004921675,26,31913
0.0008431292953900993,27,33095
0.00033332701423205435,28,34277
0.0003014018584508449,29,35459
0.000853459001518786,30,36641
0.0003659374197013676,31,37823
0.0003556150186341256,32,39005
0.00032364175422117114,33,40187
0.00028105563251301646,34,41369
0.00026177940890192986,35,42551
0.000292820914182812,36,43733
0.000280788546660915,37,44915
0.0002569978532847017,38,46097
0.00026732866535894573,39,47279
0.0002775086322799325,40,48461
0.0002846233837772161,41,49643
0.0002599099825602025,42,50825
0.00025429317611269653,43,52007
0.0002574253885541111,44,53189
0.00025832056417129934,45,54371
0.0002642666222527623,46,55553
0.0002743633231148124,47,56735
0.00023554533254355192,48,57917
0.0002457993687130511,49,59099
0.0003666823322419077,50,60281
0.0002517921675462276,51,61463
0.0002446645521558821,52,62645
0.00023822623188607395,53,63827
0.00032535105128772557,54,65009
0.00022906798403710127,55,66191
0.0002990294306073338,56,67373
0.00026975999935530126,57,68555
0.0004474193265195936,58,69737
0.00020425772527232766,59,70919
0.00020753020362462848,60,72101
0.0006022722227498889,61,73283
0.00028346545877866447,62,74465
0.00022387204808183014,63,75647
0.00034631177550181746,64,76829
0.0002949160407297313,65,78011
0.000212448911042884,66,79193
0.00040019748848862946,67,80375
0.0002618943981360644,68,81557
0.0002241232432425022,69,82739
0.0005968690966255963,70,83921
0.00030385327409021556,71,85103
0.0003516445867717266,72,86285
0.00034053160925395787,73,87467
0.0009773507481440902,74,88649
0.00033976032864302397,75,89831
0.0006788678583689034,76,91013
0.0003779432154260576,77,92195
0.00028033979469910264,78,93377
0.0011757429456338286,79,94559
