Loss/Val,epoch,step
0.007758299820125103,0,3839
0.0007309422362595797,1,7679
0.001953051658347249,2,11519
0.0007745282491669059,3,15359
0.00033498313860036433,4,19199
0.00042341547668911517,5,23039
0.0002876842045225203,6,26879
0.0018323909025639296,7,30719
0.0003368091711308807,8,34559
0.0002455662179272622,9,38399
0.0002684564096853137,10,42239
0.0008730904664844275,11,46079
0.00017214535910170525,12,49919
0.00020796459284611046,13,53759
0.004894857760518789,14,57599
0.00038322032196447253,15,61439
0.0027408951427787542,16,65279
0.00019885966321453452,17,69119
0.0014671935932710767,18,72959
0.0020844514947384596,19,76799
0.0002910440962295979,20,80639
0.00018412386998534203,21,84479
0.001323496107943356,22,88319
0.0006247815326787531,23,92159
0.0004717621486634016,24,95999
0.00020028259314130992,25,99839
0.0002669735986273736,26,103679
0.00018708246352616698,27,107519
0.00014806145918555558,28,111359
0.00014495913637802005,29,115199
0.00025162164820358157,30,119039
0.00023341937048826367,31,122879
0.0008833245374262333,32,126719
0.00014137629477772862,33,130559
0.00019003327179234475,34,134399
0.0001374366256641224,35,138239
0.00014833542809356004,36,142079
0.0001355427666567266,37,145919
0.00013760942965745926,38,149759
0.0016877083107829094,39,153599
0.0001420678017893806,40,157439
0.00013921517529524863,41,161279
0.00023149284243118018,42,165119
0.0001422638597432524,43,168959
0.0001437389582861215,44,172799
0.00014007969002705067,45,176639
0.0001356918946839869,46,180479
0.0001542675163364038,47,184319
0.00023368120309896767,48,188159
0.00014850206207484007,49,191999
0.000436607951996848,50,195839
0.00013483733346220106,51,199679
0.00023658032296225429,52,203519
0.00013729964848607779,53,207359
0.00013701175339519978,54,211199
0.0001353488623863086,55,215039
0.00013202213449403644,56,218879
0.00016064904048107564,57,222719
0.00014060951070860028,58,226559
0.0004803604388143867,59,230399
0.0009021013393066823,60,234239
0.0001838390453485772,61,238079
0.00013428169768303633,62,241919
0.00016475790471304208,63,245759
0.00015041795268189162,64,249599
0.00013894472795072943,65,253439
0.00023324995709117502,66,257279
0.00013711171050090343,67,261119
0.00015497455024160445,68,264959
0.000631043454632163,69,268799
0.000138346673338674,70,272639
0.0001500974321970716,71,276479
0.00013896971358917654,72,280319
0.00014481766265816987,73,284159
0.00014693175035063177,74,287999
0.00020378401677589864,75,291839
0.00013503999798558652,76,295679
