Loss/Val,epoch,step
0.0069980137050151825,0,1181
0.008435112424194813,1,2363
0.0046754078939557076,2,3545
0.0016723908483982086,3,4727
0.0010010342812165618,4,5909
0.0009232632000930607,5,7091
0.0007098056375980377,6,8273
0.0007576602511107922,7,9455
0.0005388780264183879,8,10637
0.0005216047284193337,9,11819
0.0004395686264615506,10,13001
0.00040895375423133373,11,14183
0.0003630878927651793,12,15365
0.00033789960434660316,13,16547
0.00345586403273046,14,17729
0.0003176111204084009,15,18911
0.00029460672521963716,16,20093
0.0002870458993129432,17,21275
0.0002909036702476442,18,22457
0.00027302291709929705,19,23639
0.00027254008455201983,20,24821
0.00026734484708867967,21,26003
0.00024767330614849925,22,27185
0.0002471080224495381,23,28367
0.0002759947092272341,24,29549
0.0003777286037802696,25,30731
0.00045874729403294623,26,31913
0.0005599152646027505,27,33095
0.0020855069160461426,28,34277
0.0005200704326853156,29,35459
0.0004986066487617791,30,36641
0.0003277624200563878,31,37823
0.0004192549968138337,32,39005
0.0009662773227319121,33,40187
0.00027749090804718435,34,41369
0.0003832503571175039,35,42551
0.0005458261584863067,36,43733
0.0007201000116765499,37,44915
0.0008543645963072777,38,46097
0.00042619946179911494,39,47279
0.0006107219378463924,40,48461
0.001368215773254633,41,49643
0.0005668692174367607,42,50825
